16,10,0.002437
16,8,0.002108
16,45,0.002052
16,11,0.001779
16,2,0.001695
16,34,0.001512
16,18,0.001475
16,32,0.001467
16,12,0.001339
16,6,0.001199
16,7,0.001156
16,42,0.001041
17,13,0.002718
17,15,0.002514
17,1,0.001572
17,5,0.001540
17,7,0.001512
17,32,0.001472
17,9,0.001432
17,41,0.001428
17,14,0.001231
17,47,0.000902
17,11,0.000813
17,45,0.000737
18,5,0.004960
18,13,0.003876
18,17,0.003738
18,2,0.003158
18,9,0.003142
18,4,0.003138
18,10,0.002989
18,0,0.002691
18,15,0.002558
18,14,0.002507
18,3,0.002464
18,1,0.002402
18,11,0.002146
18,7,0.001802
18,16,0.001638
18,8,0.001457
18,12,0.001417
18,6,0.001353
18,34,0.001342
18,23,0.001197
19,41,0.002635
19,33,0.002602
19,20,0.002493
19,21,0.002296
19,45,0.001766
19,47,0.001741
19,46,0.001687
19,34,0.001608
19,38,0.001509
19,43,0.001354
19,42,0.001186
19,29,0.001148
19,23,0.001101
19,31,0.001053
19,44,0.001019
19,32,0.001005
19,28,0.000874
19,37,0.000788
19,24,0.000782
19,36,0.000748
19,22,0.000718
20,34,0.004107
20,21,0.004080
20,46,0.003807
20,45,0.003621
20,33,0.003366
20,19,0.003107
20,41,0.002765
20,42,0.002166
20,38,0.002151
20,22,0.001996
20,32,0.001909
20,30,0.001830
20,28,0.001784
20,29,0.001754
20,23,0.001730
20,24,0.001622
20,47,0.001576
20,39,0.001557
20,31,0.001492
20,44,0.001432
20,43,0.001230
20,25,0.001229
20,35,0.001209
20,37,0.001079
20,36,0.001059
20,13,0.000992
20,15,0.000786
20,1,0.000761
20,26,0.000747
21,46,0.005883
21,33,0.005071
21,20,0.003219
21,34,0.002796
21,31,0.002782
21,38,0.002743
21,19,0.002705
21,29,0.001877
21,23,0.001842
21,41,0.001835
21,28,0.001790
21,32,0.001562
21,45,0.001547
21,47,0.001546
21,36,0.001545
21,22,0.001497
21,39,0.001404
21,35,0.001364
21,42,0.001326
21,30,0.001303
21,24,0.001075
21,37,0.001059
21,12,0.001012
21,44,0.000870
21,43,0.000866
21,25,0.000811
22,41,0.002340
22,45,0.002314
22,42,0.000901
22,23,0.000839
22,46,0.000785
23,46,0.001817
23,47,0.001801
23,38,0.001528
23,22,0.001105
23,41,0.001084
23,24,0.000955
23,43,0.000943
23,42,0.000900
23,45,0.000803
23,32,0.000790
23,34,0.000764
24,39,0.013889
24,41,0.007235
24,38,0.002532
24,23,0.002304
24,45,0.002080
24,46,0.001910
24,32,0.001869
24,43,0.001553
24,47,0.001466
24,34,0.001267
24,20,0.001158
24,19,0.001127
24,31,0.001111
24,22,0.001050
24,42,0.001012
24,21,0.000994
24,33,0.000854
24,30,0.000837
24,25,0.000780
25,30,0.005459
25,38,0.004249
25,23,0.003777
25,46,0.003265
25,31,0.002841
25,22,0.002554
25,42,0.002542
25,20,0.002291
25,41,0.002118
25,33,0.002094
25,43,0.002011
25,45,0.001980
25,44,0.001963
25,24,0.001837
25,21,0.001793
25,29,0.001756
25,34,0.001749
25,39,0.001711
25,32,0.001671
25,47,0.001607
25,37,0.001473
25,19,0.001452
25,27,0.001445
25,28,0.001361
25,17,0.001299
25,35,0.001280
25,36,0.001206
25,26,0.000985
25,1,0.000943
25,15,0.000858
26,46,0.006835
26,33,0.005898
26,43,0.004422
26,20,0.004383
26,44,0.004051
26,34,0.003700
26,38,0.003699
26,42,0.003694
26,21,0.003567
26,28,0.003246
26,25,0.003001
26,39,0.002913
26,23,0.002880
26,35,0.002817
26,30,0.002664
26,27,0.002650
26,32,0.002252
26,24,0.002210
26,45,0.002175
26,41,0.002120
26,36,0.002107
26,29,0.002016
26,19,0.001999
26,22,0.001978
26,37,0.001931
26,31,0.001915
26,47,0.001867
27,46,0.002208
27,22,0.002099
27,21,0.001777
27,47,0.001591
27,44,0.001541
27,23,0.001538
27,33,0.001489
27,38,0.001375
27,31,0.001293
27,39,0.001213
27,41,0.001172
27,45,0.001134
27,24,0.001066
27,20,0.001001
27,19,0.000975
27,34,0.000942
27,35,0.000767
27,30,0.000758
27,37,0.000739
27,9,0.000728
27,43,0.000727
27,36,0.000713
28,35,0.004990
28,41,0.003530
28,21,0.002510
28,34,0.002240
28,38,0.002214
28,22,0.002086
28,20,0.002053
28,19,0.001894
28,45,0.001792
28,33,0.001767
28,39,0.001724
28,46,0.001592
28,31,0.001587
28,42,0.001520
28,23,0.001418
28,32,0.001247
28,25,0.001231
28,24,0.001168
28,37,0.001134
28,30,0.001014
28,43,0.001007
28,40,0.000961
28,29,0.000843
28,44,0.000733
28,15,0.000731
29,46,0.006023
29,34,0.003910
29,20,0.003010
29,23,0.002533
29,38,0.002418
29,21,0.002216
29,42,0.002057
29,41,0.001917
29,33,0.001917
29,19,0.001802
29,36,0.001712
29,39,0.001694
29,22,0.001533
29,24,0.001510
29,28,0.001478
29,30,0.001448
29,31,0.001408
29,44,0.001374
29,35,0.001366
29,47,0.001344
29,9,0.001227
29,45,0.001123
29,32,0.001079
29,25,0.001042
29,43,0.001035
29,37,0.001032
29,7,0.000808
29,27,0.000759
30,34,0.005856
30,38,0.005079
30,25,0.004092
30,41,0.003723
30,46,0.003185
30,45,0.002766
30,32,0.002675
30,21,0.002654
30,33,0.002572
30,42,0.002552
30,20,0.002515
30,43,0.002327
30,44,0.002228
30,31,0.001934
30,22,0.001906
30,36,0.001868
30,39,0.001836
30,35,0.001778
30,24,0.001738
30,23,0.001667
30,1,0.001550
30,19,0.001522
30,29,0.001463
30,37,0.001457
30,26,0.001393
30,47,0.001182
30,28,0.001089
30,0,0.001086
30,27,0.001039
30,13,0.001027
30,40,0.000822
31,45,0.008934
31,41,0.003753
31,22,0.002480
31,32,0.002177
31,34,0.002035
31,21,0.002011
31,42,0.001932
31,46,0.001765
31,20,0.001734
31,47,0.001608
31,33,0.001538
31,24,0.001503
31,43,0.001381
31,38,0.001312
31,25,0.001255
31,30,0.001202
31,36,0.001162
31,19,0.001131
31,39,0.001113
31,35,0.001092
31,23,0.001073
31,44,0.001033
31,37,0.000965
31,29,0.000965
31,28,0.000834
31,5,0.000803
32,47,0.001463
32,35,0.001129
32,46,0.001108
32,42,0.000923
32,23,0.000860
32,15,0.000804
32,45,0.000731
33,21,0.008100
33,34,0.003555
33,19,0.003399
33,20,0.002897
33,43,0.001893
33,38,0.001798
33,37,0.001787
33,36,0.001769
33,26,0.001748
33,41,0.001689
33,46,0.001637
33,31,0.001564
33,30,0.001532
33,32,0.001372
33,45,0.001364
33,39,0.001335
33,29,0.001298
33,28,0.001275
33,44,0.001264
33,35,0.001209
33,42,0.001063
33,23,0.001028
33,47,0.001005
33,24,0.000992
33,25,0.000890
33,27,0.000860
34,20,0.001569
34,46,0.001494
34,32,0.001408
34,42,0.001325
34,21,0.001253
34,33,0.001243
34,31,0.001227
34,23,0.001212
34,41,0.001179
34,22,0.001129
34,47,0.001110
34,29,0.001070
34,19,0.001021
34,30,0.000931
34,38,0.000877
34,45,0.000855
34,7,0.000850
34,1,0.000826
34,9,0.000811
34,43,0.000752
34,44,0.000715
35,32,0.005088
35,28,0.003322
35,42,0.002561
35,23,0.002496
35,34,0.002175
35,43,0.002141
35,41,0.002138
35,46,0.001984
35,47,0.001907
35,31,0.001754
35,45,0.001727
35,25,0.001306
35,22,0.001221
35,21,0.001215
35,39,0.001201
35,38,0.001093
35,20,0.001080
35,37,0.000984
35,30,0.000946
35,33,0.000928
35,27,0.000895
35,44,0.000869
35,24,0.000838
36,46,0.009339
36,29,0.003398
36,24,0.003157
36,30,0.003058
36,21,0.002715
36,34,0.002701
36,39,0.002579
36,19,0.002573
36,41,0.002497
36,32,0.002371
36,47,0.002299
36,20,0.002250
36,42,0.002191
36,38,0.002131
36,31,0.002038
36,23,0.001935
36,33,0.001829
36,25,0.001742
36,45,0.001713
36,37,0.001699
36,43,0.001648
36,44,0.001551
36,35,0.001358
36,1,0.001234
36,22,0.001207
36,26,0.001127
36,27,0.001055
36,28,0.000961
36,15,0.000877
36,13,0.000857
36,7,0.000856
36,9,0.000761
37,45,0.003780
37,46,0.003741
37,33,0.003565
37,38,0.003097
37,34,0.002839
37,23,0.002481
37,19,0.002336
37,21,0.002135
37,25,0.002117
37,31,0.002074
37,22,0.002063
37,41,0.001994
37,32,0.001846
37,47,0.001834
37,28,0.001800
37,36,0.001674
37,44,0.001560
37,42,0.001546
37,29,0.001545
37,35,0.001442
37,30,0.001437
37,39,0.001416
37,27,0.001408
37,20,0.001282
37,43,0.001253
37,24,0.001248
37,13,0.001172
38,23,0.007143
38,41,0.004382
38,46,0.003272
38,24,0.002747
38,30,0.002701
38,45,0.002693
38,21,0.002581
38,42,0.002502
38,43,0.002452
38,32,0.002294
38,20,0.002077
38,34,0.002053
38,47,0.002019
38,19,0.001837
38,29,0.001788
38,33,0.001702
38,44,0.001577
38,25,0.001529
38,35,0.001508
38,22,0.001394
38,39,0.001383
38,31,0.001299
38,28,0.001252
38,37,0.001196
38,27,0.000977
38,1,0.000965
38,15,0.000795
39,24,0.015032
39,41,0.004864
39,23,0.003120
39,46,0.003111
39,45,0.002958
39,38,0.002377
39,34,0.002271
39,20,0.002049
39,31,0.001861
39,43,0.001812
39,35,0.001811
39,33,0.001747
39,29,0.001714
39,42,0.001595
39,44,0.001519
39,27,0.001429
39,19,0.001381
39,37,0.001321
39,30,0.001313
39,32,0.001305
39,21,0.001248
39,22,0.001228
39,25,0.001213
39,47,0.001196
39,28,0.001133
39,36,0.001017
40,38,0.004596
40,45,0.004107
40,47,0.002543
40,35,0.002542
40,46,0.002400
40,25,0.002381
40,30,0.002379
40,29,0.002049
40,20,0.002044
40,31,0.002024
40,37,0.002004
40,41,0.001883
40,23,0.001862
40,44,0.001844
40,42,0.001714
40,21,0.001711
40,39,0.001709
40,32,0.001688
40,43,0.001654
40,33,0.001554
40,22,0.001527
40,19,0.001473
40,1,0.001458
40,24,0.001419
40,36,0.001314
40,28,0.001308
40,34,0.001296
40,13,0.001196
40,27,0.001085
41,22,0.000944
41,24,0.000819
42,46,0.003917
42,45,0.003070
42,32,0.002923
42,41,0.002794
42,22,0.002523
42,43,0.002222
42,34,0.002195
42,38,0.002104
42,23,0.002027
42,47,0.001901
42,35,0.001699
42,39,0.001623
42,19,0.001418
42,31,0.001337
42,30,0.001324
42,20,0.001291
42,21,0.001203
42,24,0.001139
42,33,0.000989
42,13,0.000891
42,28,0.000856
42,25,0.000855
42,29,0.000847
42,15,0.000796
42,44,0.000773
43,46,0.001050
43,42,0.000887
43,22,0.000886
43,41,0.000828
43,23,0.000781
44,33,0.002648
44,34,0.002491
44,19,0.002184
44,38,0.002159
44,46,0.002112
44,20,0.001935
44,30,0.001902
44,28,0.001865
44,31,0.001862
44,23,0.001844
44,41,0.001698
44,25,0.001633
44,37,0.001580
44,21,0.001558
44,27,0.001466
44,45,0.001456
44,42,0.001404
44,24,0.001392
44,22,0.001382
44,47,0.001353
44,36,0.001237
44,32,0.001226
44,29,0.001118
44,43,0.001073
44,1,0.001030
44,7,0.000978
44,35,0.000944
44,39,0.000829
44,13,0.000775
44,0,0.000746
45,31,0.002221
45,22,0.001805
45,41,0.001228
45,46,0.001127
45,43,0.000964
45,42,0.000880
45,32,0.000821
45,24,0.000762
46,23,0.003794
46,21,0.003697
46,32,0.003176
46,45,0.003133
46,47,0.002609
46,36,0.002436
46,42,0.002425
46,22,0.002239
46,34,0.002237
46,29,0.002228
46,41,0.002221
46,38,0.001986
46,43,0.001760
46,24,0.001684
46,20,0.001640
46,39,0.001459
46,31,0.001427
46,30,0.001237
46,33,0.001101
46,19,0.000965
46,44,0.000922
46,1,0.000847
46,35,0.000847
46,15,0.000822
46,37,0.000804
46,25,0.000789
47,32,0.001931
47,41,0.001760
47,23,0.001622
47,46,0.001561
47,45,0.001418
47,22,0.001073
47,35,0.001044
47,34,0.000822
47,43,0.000791
47,24,0.000732
